-1.5, -0.5, 0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
0.5, 0.5, -1.5, 1, 1, 1, 1
0.5, 1.5, -1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
0.5, 0.5, -2.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
0.5, -0.5, -1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-0.5, -0.5, -1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-1.5, -0.5, -1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-0.5, 0.5, -2.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-0.5, 1.5, -1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-1.5, 1.5, -1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-1.5, 0.5, -2.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
1.5, 0.5, -2.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
1.5, 1.5, -1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
1.5, -0.5, -1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
1.5, -0.5, -1.5, 1, 1, 1, 1
2.5, -0.5, -1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
3.5, -0.5, -1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
2.5, 0.5, -2.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
3.5, 0.5, -2.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
2.5, 1.5, -1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
3.5, 1.5, -1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-1.5, -0.5, -0.5, 1, 1, 1, 1
-2.5, -0.5, -0.5, 0.7411764705882353, 0.7411764705882353, 0.7568627450980392, 1
-2.5, -1.5, -0.5, 0.7411764705882353, 0.7411764705882353, 0.7568627450980392, 1
-3.5, -1.5, -0.5, 0.7411764705882353, 0.7411764705882353, 0.7568627450980392, 1
-2.5, 0.5, -0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-3.5, 0.5, -0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-4.5, 0.5, -0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-5.5, 0.5, -0.5, 1, 1, 1, 1
-2.5, 1.5, 0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-2.5, 0.5, 1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-3.5, 0.5, 0.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-2.5, 0.5, -1.5, 1, 1, 1, 1
-2.5, 1.5, -1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-3.5, 0.5, -1.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-2.5, 0.5, -2.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-2.5, 0.5, 0.5, 1, 1, 1, 1
-4.5, 0.5, 0.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-4.5, 1.5, 0.5, 0.7411764705882353, 0.7411764705882353, 0.7568627450980392, 1
-4.5, 0.5, -1.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-4.5, 1.5, -1.5, 0.7411764705882353, 0.7411764705882353, 0.7568627450980392, 1
-4.5, -0.5, -0.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-5.5, 0.5, 0.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-5.5, 0.5, -1.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-3.5, 1.5, 0.5, 0.8156862745098039, 0.19607843137254902, 0.2, 1
-5.5, 1.5, -0.5, 0.8156862745098039, 0.8431372549019608, 0.8470588235294118, 1
-6.5, 0.5, -0.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-6.5, 0.5, 0.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-6.5, 0.5, -1.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-6.5, -0.5, -0.5, 1, 1, 1, 1
-5.5, -0.5, -0.5, 1, 1, 1, 1
-5.5, -1.5, -0.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-6.5, -1.5, -0.5, 1, 1, 1, 1
-5.5, -2.5, -0.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-6.5, -2.5, -0.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-7.5, -2.5, -0.5, 0.5647058823529412, 0.4117647058823529, 0.23529411764705882, 1
-6.5, -0.5, 0.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-5.5, -0.5, -1.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-6.5, -0.5, -1.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-6.5, -1.5, -1.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-6.5, -1.5, 0.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-5.5, -0.5, 0.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-7.5, -1.5, -0.5, 0.5647058823529412, 0.4117647058823529, 0.23529411764705882, 1
-7.5, -0.5, -0.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-7.5, -1.5, 0.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-7.5, -1.5, -1.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-6.5, -3.5, -0.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-7.5, -3.5, -0.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-7.5, -2.5, 0.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
-7.5, -2.5, -1.5, 0.3686274509803922, 0.29411764705882354, 0.2, 1
